course_code,course_name,credits,grade,semester
MAT116,Pre-Calculus,0,T,Spring2019
MAT120,Calculus I,3,C+,Spring2020
CSE115L,Programming Language I Lab,1,B+,Spring2020
CSE115,Programming Language I,3,A-,Spring2020
CSE173,Discrete Mathematics,3,C+,Summer2020
MAT130,Calculus II,3,C,Summer2020
CSE299,Junior Design Project,1,W,Summer2020
CSE215L,Programming Language II Lab,1,C,Fall2020
HIS101,Bangladesh History,3,A,Fall2020
CSE215,Programming Language II,3,A-,Fall2020
MAT250,Calculus III,3,B+,Fall2020
CSE225,Data Structures & Algorithms,3,F,Spring2021
CSE225L,Data Structures & Algorithms Lab,1,D,Spring2021
CSE231L,Digital Logic Design Lab,1,B-,Spring2021
ECO101,Intro to Microeconomics,3,B+,Spring2021
CSE299,Junior Design Project,1,B,Summer2021
CSE225,Data Structures & Algorithms,3,A-,Summer2021
EEE111,Analog Electronics I,3,A-,Fall2021
EEE111L,Analog Electronics I Lab,1,C,Fall2021
CSE311,Database Management Systems,3,C+,Fall2021
PHY107L,Physics I Lab,1,C-,Fall2021
PHY107,Physics I,3,B-,Fall2021
CSE231,Digital Logic Design,3,C+,Fall2021
CSE311L,Database Management Systems Lab,1,C,Fall2021
EEE141L,Electrical Circuits I Lab,1,B+,Spring2022
HIS102,World Civilization,3,D,Spring2022
CSE332,Computer Organization & Architecture,3,C+,Spring2022
CSE327,Software Engineering,3,W,Spring2022
SOC101,Intro to Sociology,3,B,Summer2022
CSE323,Operating Systems Design,3,W,Summer2022
CSE327,Software Engineering,3,B,Summer2022
EEE452,Engineering Economics,3,A-,Summer2022
