course_code,course_name,credits,grade,semester
HIS102,World Civilization,3,A-,Summer2020
CSE101,Introduction to Python Programming,3,C-,Summer2020
CSE299,Junior Design Project,1,B+,Summer2020
CHE101L,Chemistry I Lab,1,B,Summer2020
EEE141L,Electrical Circuits I Lab,1,A-,Fall2020
MAT125,Linear Algebra,3,A,Fall2020
CSE225L,Data Structures & Algorithms Lab,1,A,Fall2020
CSE425,Concepts of Programming Languages,3,A-,Fall2020
CSE331L,Microprocessor Interfacing Lab,1,B,Spring2021
ENG105,Advanced Composition,3,B,Spring2021
EEE111L,Analog Electronics I Lab,1,C,Spring2021
EEE111,Analog Electronics I,3,A,Summer2021
EEE141,Electrical Circuits I,3,B-,Summer2021
CSE331,Microprocessor Interfacing,3,C,Summer2021
ENG103,Intermediate Composition,3,B,Summer2021
MKT202,Introduction to Marketing,3,B-,Fall2021
MKT460,Strategic Marketing,3,B,Fall2021
MKT417,Export-Import Management,3,B+,Fall2021
PHI401,Ethics / Philosophy,3,A,Fall2021
MIS107,Introduction to Computers,3,A-,Spring2022
MGT212,Principles of Management,3,B+,Spring2022
MKT475,Marketing Analytics,3,D+,Spring2022
MKT450,Marketing Channels,3,C,Summer2022
ECO101,Intro to Microeconomics,3,F,Summer2022
MKT330,Retail Management,3,A,Summer2022
MKT382,International Marketing,3,D+,Summer2022
MGT351,Human Resource Management,3,B-,Summer2022
MKT344,Consumer Behaviour,3,C,Fall2022
MKT445,Sales Management,3,B+,Fall2022
MIS207,Management Information Systems,3,C+,Fall2022
MKT337,Promotional Management,3,B-,Fall2022
MGT314,Production Management,3,B-,Spring2023
ACT201,Intro to Financial Accounting,3,B+,Spring2023
MGT368,Entrepreneurship,3,A-,Spring2023
MKT465,Brand Management,3,C,Summer2023
INB372,International Business,3,C+,Summer2023
LAW200,Legal Environment of Business,3,C-,Summer2023
MKT470,Marketing Research,3,D,Summer2023
ECO101,Intro to Microeconomics,3,D+,Fall2023
ACT202,Intro to Managerial Accounting,3,D+,Fall2023
MKT355,Agricultural Marketing,3,C+,Fall2023
MKT412,Services Marketing,3,D,Fall2023
ECO104,Intro to Macroeconomics,3,D+,Spring2024
BUS251,Business Communication,3,C-,Spring2024
