course_code,course_name,credits,grade,semester
CSE331,Microprocessor Interfacing,3,B,Spring2019
CSE331L,Microprocessor Interfacing Lab,1,A,Spring2019
EEE141L,Electrical Circuits I Lab,1,B-,Spring2019
HIS101,Bangladesh History,3,A-,Spring2019
CSE225L,Data Structures & Algorithms Lab,1,A,Spring2019
EEE141,Electrical Circuits I,3,B-,Spring2019
EEE111L,Analog Electronics I Lab,1,C+,Summer2019
CSE145,Introduction to Artificial Intelligence,3,B+,Summer2019
EEE111,Analog Electronics I,3,B,Summer2019
CHE101L,Chemistry I Lab,1,A-,Summer2019
CSE231L,Digital Logic Design Lab,1,B+,Summer2019
CHE101,Chemistry I,3,B,Summer2019
MAT116,Pre-Calculus,3,B,Fall2019
CSE215L,Programming Language II Lab,1,B+,Fall2019
MAT125,Linear Algebra,3,A-,Fall2019
BIO103L,Biology I Lab,1,B+,Fall2019
CSE327,Software Engineering,3,A,Fall2019
CSE115,Programming Language I,3,B-,Spring2020
CSE115L,Programming Language I Lab,1,A,Spring2020
CEE110,Engineering Drawing,1,C+,Spring2020
ENG103,Intermediate Composition,3,A,Spring2020
MGT212,Principles of Management,3,B+,Summer2020
MGT470,Quality Management,3,C-,Summer2020
PHI401,Ethics / Philosophy,3,C+,Summer2020
MGT390,Warehouse Management,3,D+,Summer2020
MGT360,Global Supply Chain,3,B-,Summer2020
ENG105,Advanced Composition,3,B,Fall2020
ECO101,Intro to Microeconomics,3,C-,Fall2020
MGT368,Entrepreneurship,3,F,Fall2020
INB372,International Business,3,D,Spring2021
MGT351,Human Resource Management,3,C-,Spring2021
SCM310,Supply Chain Management,3,A-,Spring2021
MGT460,Logistics Management,3,D+,Spring2021
LAW200,Legal Environment of Business,3,D,Summer2021
MGT314,Production Management,3,C-,Summer2021
SCM320,Procurement and Inventory,3,C-,Summer2021
BUS251,Business Communication,3,A-,Fall2021
MIS107,Introduction to Computers,3,D,Fall2021
ECO104,Intro to Macroeconomics,3,C,Fall2021
MGT490,Project Management,3,D,Spring2022
MGT368,Entrepreneurship,3,D+,Spring2022
SCM450,Supply Chain Analytics,3,D,Spring2022
MKT202,Introduction to Marketing,3,C,Spring2022
ACT201,Intro to Financial Accounting,3,C,Spring2022
ACT202,Intro to Managerial Accounting,3,D+,Summer2022
MIS207,Management Information Systems,3,C,Summer2022
